,Grid Names,West Boundary,East Boundary,North Boundary,South Boundary,geometry,Speed_Limit,Traffic_Volume,Traffic_Cameras,Traffic_Signals,Traffic_Signs,Accidents
24,grid24,-114.2246178,-114.1790287,51.0645838,51.027623500000004,"POLYGON ((-114.2246178 51.0645838, -114.2246178 51.0276235, -114.1790287 51.0276235, -114.1790287 51.0645838, -114.2246178 51.0645838))",61.307351864158456,0.0,0.0,22.0,3841.0,133.0
25,grid25,-114.2246178,-114.1790287,51.027623500000004,50.9906632,"POLYGON ((-114.2246178 51.0276235, -114.2246178 50.9906632, -114.1790287 50.9906632, -114.1790287 51.0276235, -114.2246178 51.0276235))",68.93736881230448,0.0,0.0,2.0,1359.0,47.0
26,grid26,-114.2246178,-114.1790287,50.9906632,50.953702899999996,"POLYGON ((-114.2246178 50.9906632, -114.2246178 50.9537029, -114.1790287 50.9537029, -114.1790287 50.9906632, -114.2246178 50.9906632))",,,0.0,0.0,0.0,0.0
27,grid27,-114.2246178,-114.1790287,50.953702899999996,50.9167426,"POLYGON ((-114.2246178 50.9537029, -114.2246178 50.9167426, -114.1790287 50.9167426, -114.1790287 50.9537029, -114.2246178 50.9537029))",,,0.0,0.0,2.0,0.0
28,grid28,-114.2246178,-114.1790287,50.9167426,50.8797823,"POLYGON ((-114.2246178 50.9167426, -114.2246178 50.8797823, -114.1790287 50.8797823, -114.1790287 50.9167426, -114.2246178 50.9167426))",69.99999999999999,0.0,0.0,0.0,93.0,3.0
29,grid29,-114.2246178,-114.1790287,50.8797823,50.842822,"POLYGON ((-114.2246178 50.8797823, -114.2246178 50.842822, -114.1790287 50.842822, -114.1790287 50.8797823, -114.2246178 50.8797823))",,,0.0,0.0,0.0,0.0
30,grid30,-114.1790287,-114.1334396,51.212425,51.175464700000006,"POLYGON ((-114.1790287 51.212425, -114.1790287 51.17546470000001, -114.1334396 51.17546470000001, -114.1334396 51.212425, -114.1790287 51.212425))",63.493236681162045,0.0,0.0,1.0,845.0,23.0
31,grid31,-114.1790287,-114.1334396,51.175464700000006,51.1385044,"POLYGON ((-114.1790287 51.17546470000001, -114.1790287 51.1385044, -114.1334396 51.1385044, -114.1334396 51.17546470000001, -114.1790287 51.17546470000001))",66.848242857224,0.0,1.0,22.0,2145.0,252.0
32,grid32,-114.1790287,-114.1334396,51.1385044,51.1015441,"POLYGON ((-114.1790287 51.1385044, -114.1790287 51.1015441, -114.1334396 51.1015441, -114.1334396 51.1385044, -114.1790287 51.1385044))",69.90907777111404,0.0,2.0,32.0,3788.0,281.0
33,grid33,-114.1790287,-114.1334396,51.1015441,51.0645838,"POLYGON ((-114.1790287 51.1015441, -114.1790287 51.0645838, -114.1334396 51.0645838, -114.1334396 51.1015441, -114.1790287 51.1015441))",68.40017040418313,0.0,2.0,46.0,6108.0,376.0
34,grid34,-114.1790287,-114.1334396,51.0645838,51.027623500000004,"POLYGON ((-114.1790287 51.0645838, -114.1790287 51.0276235, -114.1334396 51.0276235, -114.1334396 51.0645838, -114.1790287 51.0645838))",67.71993397116464,0.0,2.0,35.0,6470.0,327.0
35,grid35,-114.1790287,-114.1334396,51.027623500000004,50.9906632,"POLYGON ((-114.1790287 51.0276235, -114.1790287 50.9906632, -114.1334396 50.9906632, -114.1334396 51.0276235, -114.1790287 51.0276235))",74.95768997653663,0.0,0.0,21.0,3024.0,256.0
36,grid36,-114.1790287,-114.1334396,50.9906632,50.953702899999996,"POLYGON ((-114.1790287 50.9906632, -114.1790287 50.9537029, -114.1334396 50.9537029, -114.1334396 50.9906632, -114.1790287 50.9906632))",60.00000000000001,0.0,0.0,1.0,260.0,0.0
37,grid37,-114.1790287,-114.1334396,50.953702899999996,50.9167426,"POLYGON ((-114.1790287 50.9537029, -114.1790287 50.9167426, -114.1334396 50.9167426, -114.1334396 50.9537029, -114.1790287 50.9537029))",75.4087699556744,0.0,0.0,0.0,417.0,22.0
38,grid38,-114.1790287,-114.1334396,50.9167426,50.8797823,"POLYGON ((-114.1790287 50.9167426, -114.1790287 50.8797823, -114.1334396 50.8797823, -114.1334396 50.9167426, -114.1790287 50.9167426))",70.07559343368999,0.0,0.0,0.0,241.0,11.0
39,grid39,-114.1790287,-114.1334396,50.8797823,50.842822,"POLYGON ((-114.1790287 50.8797823, -114.1790287 50.842822, -114.1334396 50.842822, -114.1334396 50.8797823, -114.1790287 50.8797823))",,,0.0,0.0,0.0,0.0
40,grid40,-114.1334396,-114.0878505,51.212425,51.175464700000006,"POLYGON ((-114.1334396 51.212425, -114.1334396 51.17546470000001, -114.0878505 51.17546470000001, -114.0878505 51.212425, -114.1334396 51.212425))",60.0,0.0,0.0,2.0,644.0,16.0
41,grid41,-114.1334396,-114.0878505,51.175464700000006,51.1385044,"POLYGON ((-114.1334396 51.17546470000001, -114.1334396 51.1385044, -114.0878505 51.1385044, -114.0878505 51.17546470000001, -114.1334396 51.17546470000001))",71.55076376517432,0.0,2.0,24.0,3087.0,258.0
42,grid42,-114.1334396,-114.0878505,51.1385044,51.1015441,"POLYGON ((-114.1334396 51.1385044, -114.1334396 51.1015441, -114.0878505 51.1015441, -114.0878505 51.1385044, -114.1334396 51.1385044))",70.24038429522683,0.0,0.0,7.0,963.0,56.0
43,grid43,-114.1334396,-114.0878505,51.1015441,51.0645838,"POLYGON ((-114.1334396 51.1015441, -114.1334396 51.0645838, -114.0878505 51.0645838, -114.0878505 51.1015441, -114.1334396 51.1015441))",64.50152073107954,0.0,3.0,49.0,6781.0,538.0
44,grid44,-114.1334396,-114.0878505,51.0645838,51.027623500000004,"POLYGON ((-114.1334396 51.0645838, -114.1334396 51.0276235, -114.0878505 51.0276235, -114.0878505 51.0645838, -114.1334396 51.0645838))",59.93187266963288,0.0,8.0,77.0,12676.0,895.0
45,grid45,-114.1334396,-114.0878505,51.027623500000004,50.9906632,"POLYGON ((-114.1334396 51.0276235, -114.1334396 50.9906632, -114.0878505 50.9906632, -114.0878505 51.0276235, -114.1334396 51.0276235))",66.1820079024424,0.0,3.0,28.0,5722.0,822.0
46,grid46,-114.1334396,-114.0878505,50.9906632,50.953702899999996,"POLYGON ((-114.1334396 50.9906632, -114.1334396 50.9537029, -114.0878505 50.9537029, -114.0878505 50.9906632, -114.1334396 50.9906632))",62.55640056217122,0.0,2.0,26.0,3199.0,254.0
47,grid47,-114.1334396,-114.0878505,50.953702899999996,50.9167426,"POLYGON ((-114.1334396 50.9537029, -114.1334396 50.9167426, -114.0878505 50.9167426, -114.0878505 50.9537029, -114.1334396 50.9537029))",67.7311891377677,0.0,0.0,13.0,2700.0,117.0
48,grid48,-114.1334396,-114.0878505,50.9167426,50.8797823,"POLYGON ((-114.1334396 50.9167426, -114.1334396 50.8797823, -114.0878505 50.8797823, -114.0878505 50.9167426, -114.1334396 50.9167426))",64.58005621824184,0.0,0.0,16.0,2409.0,113.0
49,grid49,-114.1334396,-114.0878505,50.8797823,50.842822,"POLYGON ((-114.1334396 50.8797823, -114.1334396 50.842822, -114.0878505 50.842822, -114.0878505 50.8797823, -114.1334396 50.8797823))",,0.0,0.0,0.0,54.0,0.0
50,grid50,-114.0878505,-114.0422614,51.212425,51.175464700000006,"POLYGON ((-114.0878505 51.212425, -114.0878505 51.17546470000001, -114.0422614 51.17546470000001, -114.0422614 51.212425, -114.0878505 51.212425))",75.63653457155708,0.0,0.0,1.0,342.0,14.0
51,grid51,-114.0878505,-114.0422614,51.175464700000006,51.1385044,"POLYGON ((-114.0878505 51.17546470000001, -114.0878505 51.1385044, -114.0422614 51.1385044, -114.0422614 51.17546470000001, -114.0878505 51.17546470000001))",69.01350998187355,0.0,0.0,33.0,3376.0,229.0
52,grid52,-114.0878505,-114.0422614,51.1385044,51.1015441,"POLYGON ((-114.0878505 51.1385044, -114.0878505 51.1015441, -114.0422614 51.1015441, -114.0422614 51.1385044, -114.0878505 51.1385044))",75.77887737128007,0.0,1.0,33.0,3280.0,512.0
53,grid53,-114.0878505,-114.0422614,51.1015441,51.0645838,"POLYGON ((-114.0878505 51.1015441, -114.0878505 51.0645838, -114.0422614 51.0645838, -114.0422614 51.1015441, -114.0878505 51.1015441))",65.8028649715082,0.0,4.0,53.0,7761.0,695.0
54,grid54,-114.0878505,-114.0422614,51.0645838,51.027623500000004,"POLYGON ((-114.0878505 51.0645838, -114.0878505 51.0276235, -114.0422614 51.0276235, -114.0422614 51.0645838, -114.0878505 51.0645838))",50.06774557820849,0.0,22.0,223.0,33465.0,1503.0
55,grid55,-114.0878505,-114.0422614,51.027623500000004,50.9906632,"POLYGON ((-114.0878505 51.0276235, -114.0878505 50.9906632, -114.0422614 50.9906632, -114.0422614 51.0276235, -114.0878505 51.0276235))",62.25907920447824,0.0,9.0,61.0,7204.0,912.0
56,grid56,-114.0878505,-114.0422614,50.9906632,50.953702899999996,"POLYGON ((-114.0878505 50.9906632, -114.0878505 50.9537029, -114.0422614 50.9537029, -114.0422614 50.9906632, -114.0878505 50.9906632))",63.57784407148224,0.0,3.0,70.0,5268.0,580.0
57,grid57,-114.0878505,-114.0422614,50.953702899999996,50.9167426,"POLYGON ((-114.0878505 50.9537029, -114.0878505 50.9167426, -114.0422614 50.9167426, -114.0422614 50.9537029, -114.0878505 50.9537029))",67.51338012181468,0.0,5.0,34.0,3442.0,427.0
58,grid58,-114.0878505,-114.0422614,50.9167426,50.8797823,"POLYGON ((-114.0878505 50.9167426, -114.0878505 50.8797823, -114.0422614 50.8797823, -114.0422614 50.9167426, -114.0878505 50.9167426))",66.88835250538932,0.0,3.0,33.0,3905.0,327.0
59,grid59,-114.0878505,-114.0422614,50.8797823,50.842822,"POLYGON ((-114.0878505 50.8797823, -114.0878505 50.842822, -114.0422614 50.842822, -114.0422614 50.8797823, -114.0878505 50.8797823))",63.08104219389728,0.0,1.0,1.0,303.0,19.0
60,grid60,-114.0422614,-113.9966723,51.212425,51.175464700000006,"POLYGON ((-114.0422614 51.212425, -114.0422614 51.17546470000001, -113.9966723 51.17546470000001, -113.9966723 51.212425, -114.0422614 51.212425))",90.21718937665491,0.0,0.0,0.0,52.0,91.0
61,grid61,-114.0422614,-113.9966723,51.175464700000006,51.1385044,"POLYGON ((-114.0422614 51.17546470000001, -114.0422614 51.1385044, -113.9966723 51.1385044, -113.9966723 51.17546470000001, -114.0422614 51.17546470000001))",79.69783227896203,0.0,2.0,15.0,1405.0,231.0
62,grid62,-114.0422614,-113.9966723,51.1385044,51.1015441,"POLYGON ((-114.0422614 51.1385044, -114.0422614 51.1015441, -113.9966723 51.1015441, -113.9966723 51.1385044, -114.0422614 51.1385044))",73.18576887321689,0.0,0.0,6.0,267.0,75.0
63,grid63,-114.0422614,-113.9966723,51.1015441,51.0645838,"POLYGON ((-114.0422614 51.1015441, -114.0422614 51.0645838, -113.9966723 51.0645838, -113.9966723 51.1015441, -114.0422614 51.1015441))",70.13678019271383,0.0,6.0,36.0,2475.0,1101.0
64,grid64,-114.0422614,-113.9966723,51.0645838,51.027623500000004,"POLYGON ((-114.0422614 51.0645838, -114.0422614 51.0276235, -113.9966723 51.0276235, -113.9966723 51.0645838, -114.0422614 51.0645838))",75.46236081083723,0.0,5.0,38.0,5590.0,1109.0
65,grid65,-114.0422614,-113.9966723,51.027623500000004,50.9906632,"POLYGON ((-114.0422614 51.0276235, -114.0422614 50.9906632, -113.9966723 50.9906632, -113.9966723 51.0276235, -114.0422614 51.0276235))",77.34274876000921,0.0,5.0,19.0,1813.0,946.0
66,grid66,-114.0422614,-113.9966723,50.9906632,50.953702899999996,"POLYGON ((-114.0422614 50.9906632, -114.0422614 50.9537029, -113.9966723 50.9537029, -113.9966723 50.9906632, -114.0422614 50.9906632))",73.75277951982532,0.0,3.0,34.0,3147.0,437.0
67,grid67,-114.0422614,-113.9966723,50.953702899999996,50.9167426,"POLYGON ((-114.0422614 50.9537029, -114.0422614 50.9167426, -113.9966723 50.9167426, -113.9966723 50.9537029, -114.0422614 50.9537029))",72.48340934227627,0.0,0.0,18.0,2693.0,328.0
68,grid68,-114.0422614,-113.9966723,50.9167426,50.8797823,"POLYGON ((-114.0422614 50.9167426, -114.0422614 50.8797823, -113.9966723 50.8797823, -113.9966723 50.9167426, -114.0422614 50.9167426))",74.20774812659853,0.0,1.0,6.0,1489.0,106.0
69,grid69,-114.0422614,-113.9966723,50.8797823,50.842822,"POLYGON ((-114.0422614 50.8797823, -114.0422614 50.842822, -113.9966723 50.842822, -113.9966723 50.8797823, -114.0422614 50.8797823))",74.01328758844797,0.0,1.0,5.0,1487.0,53.0
70,grid70,-113.9966723,-113.9510832,51.212425,51.175464700000006,"POLYGON ((-113.9966723 51.212425, -113.9966723 51.17546470000001, -113.9510832 51.17546470000001, -113.9510832 51.212425, -113.9966723 51.212425))",72.85655289650764,0.0,0.0,0.0,27.0,53.0
71,grid71,-113.9966723,-113.9510832,51.175464700000006,51.1385044,"POLYGON ((-113.9966723 51.17546470000001, -113.9966723 51.1385044, -113.9510832 51.1385044, -113.9510832 51.17546470000001, -113.9966723 51.17546470000001))",69.80748063254241,0.0,2.0,14.0,1681.0,198.0
72,grid72,-113.9966723,-113.9510832,51.1385044,51.1015441,"POLYGON ((-113.9966723 51.1385044, -113.9966723 51.1015441, -113.9510832 51.1015441, -113.9510832 51.1385044, -113.9966723 51.1385044))",62.210158702364176,0.0,0.0,17.0,2616.0,256.0
73,grid73,-113.9966723,-113.9510832,51.1015441,51.0645838,"POLYGON ((-113.9966723 51.1015441, -113.9966723 51.0645838, -113.9510832 51.0645838, -113.9510832 51.1015441, -113.9966723 51.1015441))",65.64424532556622,0.0,6.0,50.0,4428.0,850.0
74,grid74,-113.9966723,-113.9510832,51.0645838,51.027623500000004,"POLYGON ((-113.9966723 51.0645838, -113.9966723 51.0276235, -113.9510832 51.0276235, -113.9510832 51.0645838, -113.9966723 51.0645838))",63.71041947866201,0.0,5.0,56.0,5514.0,671.0
75,grid75,-113.9966723,-113.9510832,51.027623500000004,50.9906632,"POLYGON ((-113.9966723 51.0276235, -113.9966723 50.9906632, -113.9510832 50.9906632, -113.9510832 51.0276235, -113.9966723 51.0276235))",62.185574961881215,0.0,1.0,17.0,2714.0,216.0
76,grid76,-113.9966723,-113.9510832,50.9906632,50.953702899999996,"POLYGON ((-113.9966723 50.9906632, -113.9966723 50.9537029, -113.9510832 50.9537029, -113.9510832 50.9906632, -113.9966723 50.9906632))",72.20588633331182,0.0,2.0,18.0,1711.0,295.0
77,grid77,-113.9966723,-113.9510832,50.953702899999996,50.9167426,"POLYGON ((-113.9966723 50.9537029, -113.9966723 50.9167426, -113.9510832 50.9167426, -113.9510832 50.9537029, -113.9966723 50.9537029))",75.38392410696133,0.0,5.0,27.0,2372.0,388.0
78,grid78,-113.9966723,-113.9510832,50.9167426,50.8797823,"POLYGON ((-113.9966723 50.9167426, -113.9966723 50.8797823, -113.9510832 50.8797823, -113.9510832 50.9167426, -113.9966723 50.9167426))",75.14367471792966,0.0,2.0,17.0,3479.0,298.0
79,grid79,-113.9966723,-113.9510832,50.8797823,50.842822,"POLYGON ((-113.9966723 50.8797823, -113.9966723 50.842822, -113.9510832 50.842822, -113.9510832 50.8797823, -113.9966723 50.8797823))",87.19563609568984,0.0,0.0,7.0,756.0,50.0
80,grid80,-113.9510832,-113.9054941,51.212425,51.175464700000006,"POLYGON ((-113.9510832 51.212425, -113.9510832 51.17546470000001, -113.9054941 51.17546470000001, -113.9054941 51.212425, -113.9510832 51.212425))",97.30151156844398,0.0,0.0,0.0,2.0,2.0
81,grid81,-113.9510832,-113.9054941,51.175464700000006,51.1385044,"POLYGON ((-113.9510832 51.17546470000001, -113.9510832 51.1385044, -113.9054941 51.1385044, -113.9054941 51.17546470000001, -113.9510832 51.17546470000001))",84.12669455051986,0.0,0.0,3.0,346.0,76.0
82,grid82,-113.9510832,-113.9054941,51.1385044,51.1015441,"POLYGON ((-113.9510832 51.1385044, -113.9510832 51.1015441, -113.9054941 51.1015441, -113.9054941 51.1385044, -113.9510832 51.1385044))",78.3577945657675,0.0,0.0,22.0,2841.0,259.0
83,grid83,-113.9510832,-113.9054941,51.1015441,51.0645838,"POLYGON ((-113.9510832 51.1015441, -113.9510832 51.0645838, -113.9054941 51.0645838, -113.9054941 51.1015441, -113.9510832 51.1015441))",75.7617478538202,0.0,2.0,19.0,2586.0,364.0
84,grid84,-113.9510832,-113.9054941,51.0645838,51.027623500000004,"POLYGON ((-113.9510832 51.0645838, -113.9510832 51.0276235, -113.9054941 51.0276235, -113.9054941 51.0645838, -113.9510832 51.0645838))",70.08569033197361,0.0,0.0,23.0,2100.0,239.0
85,grid85,-113.9510832,-113.9054941,51.027623500000004,50.9906632,"POLYGON ((-113.9510832 51.0276235, -113.9510832 50.9906632, -113.9054941 50.9906632, -113.9054941 51.0276235, -113.9510832 51.0276235))",73.8923683509217,0.0,0.0,4.0,150.0,84.0
86,grid86,-113.9510832,-113.9054941,50.9906632,50.953702899999996,"POLYGON ((-113.9510832 50.9906632, -113.9510832 50.9537029, -113.9054941 50.9537029, -113.9054941 50.9906632, -113.9510832 50.9906632))",79.12603702648303,0.0,1.0,1.0,417.0,99.0
87,grid87,-113.9510832,-113.9054941,50.953702899999996,50.9167426,"POLYGON ((-113.9510832 50.9537029, -113.9510832 50.9167426, -113.9054941 50.9167426, -113.9054941 50.9537029, -113.9510832 50.9537029))",69.65827804741623,0.0,0.0,6.0,1078.0,81.0
88,grid88,-113.9510832,-113.9054941,50.9167426,50.8797823,"POLYGON ((-113.9510832 50.9167426, -113.9510832 50.8797823, -113.9054941 50.8797823, -113.9054941 50.9167426, -113.9510832 50.9167426))",77.04677386252114,0.0,1.0,10.0,2428.0,132.0
89,grid89,-113.9510832,-113.9054941,50.8797823,50.842822,"POLYGON ((-113.9510832 50.8797823, -113.9510832 50.842822, -113.9054941 50.842822, -113.9054941 50.8797823, -113.9510832 50.8797823))",,,0.0,0.0,27.0,2.0
90,grid90,-113.9054941,-113.859905,51.212425,51.175464700000006,"POLYGON ((-113.9054941 51.212425, -113.9054941 51.17546470000001, -113.859905 51.17546470000001, -113.859905 51.212425, -113.9054941 51.212425))",,,0.0,0.0,0.0,0.0
91,grid91,-113.9054941,-113.859905,51.175464700000006,51.1385044,"POLYGON ((-113.9054941 51.17546470000001, -113.9054941 51.1385044, -113.859905 51.1385044, -113.859905 51.17546470000001, -113.9054941 51.17546470000001))",,,0.0,0.0,8.0,0.0
92,grid92,-113.9054941,-113.859905,51.1385044,51.1015441,"POLYGON ((-113.9054941 51.1385044, -113.9054941 51.1015441, -113.859905 51.1015441, -113.859905 51.1385044, -113.9054941 51.1385044))",,,0.0,0.0,0.0,0.0
93,grid93,-113.9054941,-113.859905,51.1015441,51.0645838,"POLYGON ((-113.9054941 51.1015441, -113.9054941 51.0645838, -113.859905 51.0645838, -113.859905 51.1015441, -113.9054941 51.1015441))",,,0.0,0.0,15.0,0.0
94,grid94,-113.9054941,-113.859905,51.0645838,51.027623500000004,"POLYGON ((-113.9054941 51.0645838, -113.9054941 51.0276235, -113.859905 51.0276235, -113.859905 51.0645838, -113.9054941 51.0645838))",80.0,0.0,0.0,1.0,118.0,21.0
95,grid95,-113.9054941,-113.859905,51.027623500000004,50.9906632,"POLYGON ((-113.9054941 51.0276235, -113.9054941 50.9906632, -113.859905 50.9906632, -113.859905 51.0276235, -113.9054941 51.0276235))",80.0,,0.0,0.0,7.0,0.0
96,grid96,-113.9054941,-113.859905,50.9906632,50.953702899999996,"POLYGON ((-113.9054941 50.9906632, -113.9054941 50.9537029, -113.859905 50.9537029, -113.859905 50.9906632, -113.9054941 50.9906632))",,0.0,0.0,0.0,165.0,1.0
97,grid97,-113.9054941,-113.859905,50.953702899999996,50.9167426,"POLYGON ((-113.9054941 50.9537029, -113.9054941 50.9167426, -113.859905 50.9167426, -113.859905 50.9537029, -113.9054941 50.9537029))",60.699128342132774,,0.0,0.0,119.0,0.0
98,grid98,-113.9054941,-113.859905,50.9167426,50.8797823,"POLYGON ((-113.9054941 50.9167426, -113.9054941 50.8797823, -113.859905 50.8797823, -113.859905 50.9167426, -113.9054941 50.9167426))",80.50801976372817,0.0,0.0,0.0,70.0,5.0
99,grid99,-113.9054941,-113.859905,50.8797823,50.842822,"POLYGON ((-113.9054941 50.8797823, -113.9054941 50.842822, -113.859905 50.842822, -113.859905 50.8797823, -113.9054941 50.8797823))",,,0.0,0.0,5.0,0.0
